226:3,8,1,3,8,6,8,4,3,6,8,7,8,9,8,9,3,5,6,6,7,5,1,2,4,3,2,8,4,8
227:4,7,7,8,3,1,8,5,1,8,7,5,5,4,7,4,3,1,6,4,5,3,9,6,9,7,6,9,7,7
228:5,7,3,7,9,6,7,7,7,3,9,1,7,7,2,7,3,5,2,3,8,9,2,5,1,3,5,9,3,1
229:4,3,7,1,3,6,6,1,4,9,4,8,2,6,3,5,2,4,1,2,9,5,1,3,2,6,9,8,4,2
230:1,6,8,4,3,8,1,5,1,1,8,5,9,6,1,7,3,9,5,1,7,8,3,8,3,3,3,1,1,8
231:3,4,4,5,9,9,5,2,2,2,4,4,3,9,6,2,2,1,5,4,2,7,3,6,3,5,1,3,7,1
232:9,5,6,8,6,2,8,3,3,7,7,6,6,4,5,8,4,6,4,6,3,5,5,7,5,2,9,8,1,8
233:9,7,6,4,7,7,5,5,4,5,5,1,2,6,5,5,1,2,7,4,6,6,3,6,6,4,9,8,1,9
234:1,1,3,5,2,5,8,6,7,7,2,6,3,3,4,3,7,4,6,7,2,4,1,6,7,9,7,2,1,8
235:5,7,7,5,8,9,6,2,9,9,3,8,2,4,6,2,6,4,8,5,1,8,3,4,1,6,4,9,4,4
236:5,2,3,3,6,4,2,8,7,1,7,5,8,5,1,1,9,7,9,5,1,9,9,6,6,3,8,4,8,1
237:7,1,9,8,9,6,3,9,2,7,5,3,7,6,9,3,4,1,4,8,5,4,4,5,7,8,4,6,5,8
238:6,9,2,7,5,5,2,1,1,8,3,9,1,6,4,8,6,7,9,9,1,6,1,6,1,5,4,2,2,7
239:5,3,9,8,8,8,9,7,6,2,4,3,8,9,2,2,1,8,5,5,7,7,8,3,2,5,8,2,5,2
240:3,4,4,5,9,9,5,2,2,2,4,4,3,9,6,2,2,1,5,4,2,7,3,6,3,5,1,7,7,1
241:7,9,2,3,4,3,1,4,6,2,3,5,6,9,8,4,5,8,8,2,3,7,8,5,4,2,7,1,3,4
242:3,3,5,6,7,5,3,5,5,6,2,5,1,4,1,5,2,3,1,3,4,6,9,5,2,2,9,9,2,9
243:5,7,7,5,8,9,6,2,9,9,3,8,2,4,6,2,6,4,8,5,1,8,3,4,1,6,4,9,4,2
244:7,8,8,3,3,5,6,2,4,1,5,2,9,5,7,8,3,8,5,2,3,3,9,9,4,1,8,3,2,1
245:6,6,1,8,6,7,7,3,1,7,1,7,3,7,7,1,7,8,3,1,6,9,3,9,1,2,2,9,9,3
246:2,3,6,1,8,8,8,8,3,7,1,8,2,5,5,2,4,1,8,8,8,8,7,6,8,9,5,3,6,2
247:2,7,2,1,8,1,5,3,3,6,9,6,7,6,4,2,4,9,4,4,5,6,1,8,1,2,4,6,1,8
248:4,4,1,4,6,7,5,5,5,2,5,8,5,7,8,6,9,3,4,4,4,7,7,2,7,7,5,4,2,3
249:6,9,6,5,2,5,7,2,3,9,3,5,8,7,7,4,1,3,8,2,3,2,2,5,3,4,6,1,3,4
250:7,7,5,3,7,5,1,1,2,2,4,2,1,3,3,7,7,5,6,5,8,7,1,2,2,5,3,8,6,5
251:9,5,7,2,5,6,7,2,1,1,9,6,7,1,3,8,4,6,7,6,6,5,4,7,6,5,4,2,3,3
252:3,7,6,2,3,7,5,7,7,3,9,7,5,5,5,4,9,1,5,2,2,6,5,4,6,3,4,5,6,1
253:3,6,9,4,4,4,1,3,9,1,6,6,9,3,6,9,8,7,9,8,2,7,6,1,1,3,6,5,7,6
254:2,3,6,6,7,4,5,3,7,4,3,7,3,1,3,8,3,1,5,4,4,3,6,9,1,8,4,8,6,4
255:1,4,9,1,1,2,6,4,4,3,1,9,4,4,9,1,9,1,6,4,6,6,4,2,9,8,1,7,7,3
256:5,1,5,3,5,8,3,4,8,7,9,2,2,1,8,1,7,3,3,4,2,1,2,6,8,5,6,1,2,6
257:1,1,7,7,2,4,9,2,7,4,9,7,7,8,2,7,2,5,6,9,7,9,3,2,4,3,1,3,8,1
258:3,7,3,2,3,2,4,7,6,4,3,1,5,1,5,1,5,9,5,1,7,1,7,9,3,2,9,2,2,5
259:8,1,9,1,1,3,5,4,1,4,5,4,8,6,9,8,6,4,4,7,4,6,5,6,8,9,7,1,7,1
260:4,3,4,8,1,6,9,8,1,6,4,1,8,3,6,8,2,9,4,4,1,5,6,4,3,2,6,8,7,7
261:8,1,9,1,1,3,5,4,1,4,5,4,8,6,9,8,6,4,4,7,8,6,5,6,8,9,7,1,7,1
262:6,6,3,6,6,6,6,8,4,5,9,5,1,6,7,2,8,2,6,1,3,9,3,9,7,6,2,7,9,3
263:7,8,4,2,8,7,6,9,1,4,9,3,8,9,2,6,7,7,4,5,9,8,2,7,3,6,7,1,8,4
264:6,3,1,8,4,4,5,8,9,8,7,5,7,5,5,6,6,8,5,3,8,7,1,7,5,8,9,2,6,2
265:8,4,6,1,6,9,6,7,7,5,1,3,6,5,3,1,9,6,5,1,5,5,2,3,2,6,5,9,9,6
266:5,7,7,5,8,9,6,2,9,9,3,8,2,4,6,2,6,4,8,5,5,8,3,4,1,6,4,9,4,4
267:5,7,4,8,4,5,8,6,3,2,7,1,7,1,1,4,7,8,2,6,5,3,2,7,4,4,7,2,4,2
268:8,7,2,4,5,2,3,8,7,8,8,4,1,3,9,5,6,5,4,6,2,5,5,7,2,3,4,7,4,9
269:6,9,8,9,9,3,6,6,1,5,1,9,6,1,7,1,1,5,9,9,8,5,1,7,2,9,2,4,5,2
270:3,9,8,1,3,3,4,6,7,1,2,6,7,8,3,1,7,2,5,5,4,1,2,8,8,3,7,2,5,8
271:9,8,4,9,3,7,6,8,8,2,9,8,4,3,6,2,8,8,1,6,8,1,8,5,3,9,9,6,3,7
272:7,3,9,1,3,2,1,8,7,5,9,2,7,7,3,8,2,9,4,3,3,7,7,6,9,5,7,4,7,7
273:4,9,3,2,2,8,3,3,8,4,7,5,2,1,9,2,2,9,4,2,9,9,6,2,4,8,9,6,5,5
274:1,9,4,7,4,8,3,2,9,6,4,5,9,9,2,5,3,4,4,5,9,2,9,8,6,4,6,3,4,3
275:7,2,3,9,4,5,4,3,1,3,7,5,5,8,8,6,5,9,9,8,8,4,2,5,5,2,5,1,8,2
276:8,1,3,1,3,8,6,7,4,9,4,8,9,5,1,8,6,4,3,8,6,2,4,8,4,5,1,5,9,9
277:3,7,3,2,3,2,4,7,6,4,3,1,5,1,5,1,5,9,5,1,7,1,7,9,3,2,9,2,2,6
278:3,2,3,8,7,8,4,8,7,8,3,9,6,9,1,4,3,1,7,9,4,5,1,1,8,5,9,2,3,9
279:3,3,6,2,9,2,1,2,8,7,7,8,6,5,4,9,1,9,1,8,6,1,6,9,3,9,2,1,5,7
280:9,9,8,3,8,3,2,8,7,8,7,1,7,9,6,1,3,2,5,7,3,7,6,1,2,3,2,7,4,9
281:2,4,5,7,6,8,9,5,2,5,5,8,5,4,5,7,3,3,7,1,3,7,9,7,3,6,9,4,6,2
282:3,4,2,9,3,8,1,9,5,7,4,4,4,1,3,1,9,5,7,5,9,6,5,8,4,3,7,9,8,9
283:2,9,3,6,8,2,4,9,6,3,7,6,2,8,8,6,5,6,1,4,5,3,6,9,3,6,3,6,2,4
284:7,6,4,9,3,6,7,6,4,6,5,6,3,4,5,6,5,8,9,5,8,1,2,9,8,9,6,2,6,9
285:1,8,5,8,5,9,4,9,4,2,6,9,1,2,6,4,4,7,6,3,4,4,1,1,4,5,1,9,9,9
286:5,2,3,2,4,3,9,4,2,9,7,5,4,6,3,2,2,8,1,6,2,8,1,7,8,3,1,3,6,6
287:8,4,1,1,9,5,4,8,6,6,4,4,3,5,4,9,2,9,1,4,6,4,3,3,2,5,7,7,9,5
288:2,2,2,2,6,1,8,5,9,8,8,8,3,8,7,3,8,8,3,2,6,4,8,7,2,3,6,3,9,6
289:9,8,3,3,8,6,7,4,6,2,2,5,4,5,5,7,3,7,8,6,3,8,6,9,1,2,9,7,5,1
290:6,4,3,7,2,9,3,5,3,1,3,9,2,9,7,9,9,8,5,3,2,8,5,3,3,4,9,2,9,2
291:5,3,9,5,3,1,8,5,1,6,9,8,8,2,4,2,7,4,9,3,4,9,1,5,2,2,3,9,2,1
292:5,7,3,7,9,6,7,7,7,3,9,1,7,7,2,7,3,5,2,3,8,9,2,5,1,3,5,9,3,1
293:2,3,8,7,1,4,7,6,3,5,4,6,4,1,1,6,1,2,3,7,3,7,9,7,3,2,2,9,7,5
294:8,4,9,8,7,9,4,2,7,6,6,8,6,2,3,7,7,3,1,1,9,1,4,6,7,9,9,2,6,9
295:7,3,8,5,3,2,6,1,2,6,8,1,6,3,7,1,1,4,7,2,9,7,7,2,6,5,2,2,5,2
296:8,9,5,2,4,3,2,8,7,8,5,1,7,5,2,2,4,3,9,4,1,7,3,9,9,9,5,1,8,7
297:2,3,1,8,9,6,3,3,7,3,5,5,2,8,6,6,7,1,4,5,5,3,6,8,3,5,4,8,5,7
298:3,6,3,3,4,1,8,7,1,2,4,6,9,1,7,5,9,7,2,7,1,5,3,2,7,3,8,4,5,9
299:1,7,2,7,4,5,7,3,4,8,8,2,6,4,7,9,1,2,3,3,9,3,7,3,9,9,2,4,3,7
300:3,4,4,5,9,9,5,2,2,2,4,4,3,9,6,2,2,1,5,4,2,7,3,6,3,5,1,7,7,9
301:2,3,1,8,9,6,3,3,7,3,5,5,2,8,6,6,7,1,4,5,5,3,6,8,3,5,4,8,5,2
302:7,4,2,9,2,4,9,9,2,5,4,6,6,2,8,5,7,4,6,5,4,2,1,3,6,4,2,5,6,1
303:7,7,7,2,2,5,7,7,8,5,6,6,5,6,4,2,7,5,4,8,1,9,8,7,4,8,8,5,4,2
304:1,1,3,5,5,7,5,3,1,6,6,7,3,7,4,3,9,3,4,3,2,1,2,4,2,1,8,1,9,4
305:8,3,5,5,1,9,1,7,6,4,6,3,2,9,4,2,3,8,3,6,8,6,5,9,6,1,1,7,1,9
306:8,5,7,9,1,2,7,4,1,8,1,2,3,2,9,8,7,2,4,3,4,6,8,1,9,5,9,4,8,5
307:7,6,3,9,8,9,3,5,5,6,8,8,1,9,2,4,5,6,1,4,1,2,5,7,5,6,6,5,8,5
308:7,1,9,8,9,6,3,9,2,7,5,3,7,6,9,3,4,1,4,8,5,4,4,5,7,8,4,6,5,5
309:9,5,6,8,6,2,8,3,3,7,7,6,6,4,5,8,4,6,4,6,3,5,5,7,5,2,9,8,1,8
310:7,8,8,3,3,5,6,2,4,1,5,2,9,5,7,8,3,8,5,2,3,3,9,9,4,1,8,3,2,4
311:2,2,7,3,5,4,2,9,5,4,4,5,5,9,5,1,9,3,2,8,3,6,6,7,8,7,2,4,5,8
312:9,3,2,3,6,4,1,2,5,8,3,4,3,6,2,7,3,1,1,5,1,7,7,2,5,9,3,4,8,4
313:6,2,4,5,9,1,2,6,2,6,4,6,6,2,9,9,4,2,2,3,3,8,4,4,2,8,2,1,4,3
314:9,8,1,7,6,1,5,9,5,4,5,2,2,1,8,3,9,4,6,3,9,5,2,7,8,1,9,7,4,9
315:6,6,8,8,7,2,7,6,9,6,3,3,3,7,5,5,9,2,4,1,5,7,8,4,9,4,5,5,1,2
316:2,8,6,7,6,4,6,4,4,4,8,5,2,1,5,7,2,4,8,2,4,5,7,8,5,4,4,9,7,9
317:5,3,9,5,3,1,9,5,1,6,9,8,8,2,4,2,7,4,9,3,4,9,1,5,2,2,3,9,2,6
318:6,5,2,7,1,1,7,1,1,2,7,7,8,4,5,7,2,8,5,5,8,5,5,8,1,7,9,6,5,9
319:7,3,4,3,8,1,4,3,4,7,4,3,9,4,6,3,2,8,9,6,7,9,5,6,2,9,8,2,9,2
320:2,4,5,7,6,8,9,5,2,5,5,8,5,4,5,7,3,3,7,1,3,7,9,7,3,6,9,4,6,2
321:8,2,9,9,5,9,6,9,2,9,7,6,4,9,8,5,5,2,3,2,9,8,8,9,8,8,8,5,9,1
322:1,4,9,6,5,4,8,7,2,3,7,8,3,9,1,5,2,4,1,2,1,6,6,2,8,2,7,7,3,6
323:1,1,7,7,2,4,9,2,7,1,9,7,7,8,2,7,2,5,6,9,7,9,3,2,4,3,1,3,8,2
324:8,1,3,2,8,1,8,1,6,7,5,5,1,7,5,5,6,2,4,9,8,4,8,3,8,9,4,9,3,9
325:5,2,5,2,2,7,7,9,1,5,2,3,8,6,9,5,6,9,3,3,5,8,4,5,8,1,5,4,9,8
326:2,5,6,6,9,4,7,4,4,7,5,6,5,8,9,6,8,4,3,6,3,3,5,3,5,9,3,7,5,3
327:5,1,2,2,4,3,2,3,8,3,1,8,2,2,3,7,7,2,3,4,4,9,1,8,8,9,4,8,5,9
328:8,6,2,8,6,9,8,2,6,6,9,2,1,9,4,2,5,3,5,8,8,9,9,3,4,2,9,5,4,3
329:4,7,6,9,3,7,3,5,3,1,7,3,3,2,5,4,1,6,1,8,8,4,2,7,2,9,6,8,4,4
330:9,3,2,3,6,4,1,2,5,8,3,4,3,6,2,7,3,1,1,5,1,7,7,2,5,9,3,4,8,2
331:4,4,2,3,5,7,5,5,1,4,9,2,3,4,3,3,1,5,6,4,5,6,9,5,4,2,3,4,1,2
332:9,8,1,4,9,9,3,6,3,7,8,1,5,3,3,8,9,1,2,2,7,7,8,1,8,2,3,4,4,1
333:1,4,9,6,5,4,8,7,2,3,7,8,3,9,1,5,2,4,4,2,1,6,6,2,8,2,7,7,3,6
334:3,8,4,4,2,4,8,1,6,4,2,5,2,1,2,6,5,8,3,1,7,5,8,6,2,5,5,9,9,4
335:3,7,4,7,9,9,6,3,3,9,1,1,3,1,8,2,2,7,4,3,8,2,3,8,8,9,4,9,8,1
336:6,6,4,6,7,7,5,8,9,4,8,7,7,8,4,9,5,9,2,8,5,9,2,9,1,6,4,7,3,9
337:8,8,4,4,9,5,9,5,1,7,6,1,4,1,1,7,7,7,1,7,5,9,9,2,6,6,7,3,3,7
338:4,3,6,8,4,6,4,3,6,1,1,1,1,6,6,5,3,8,3,5,3,4,6,3,3,3,9,3,6,6
339:8,2,6,2,5,8,7,4,1,7,9,9,5,3,1,9,3,4,8,7,4,7,3,4,7,9,9,8,3,8
340:5,3,8,4,4,1,4,3,1,7,1,8,6,3,2,2,7,6,4,7,8,1,3,2,4,4,8,5,2,7
341:1,5,7,6,4,5,3,1,1,2,7,5,2,5,2,5,4,8,5,2,1,7,7,4,3,2,7,3,1,9
342:2,2,7,6,9,5,8,3,1,3,1,5,3,3,3,7,9,1,5,6,1,2,1,5,4,1,2,1,9,6
343:3,6,4,7,5,6,8,8,8,4,8,9,1,3,3,8,1,8,3,9,1,8,3,6,5,1,2,5,7,4
344:5,9,6,4,1,8,7,1,2,3,7,9,4,7,8,1,7,8,9,1,8,4,3,3,8,1,1,3,7,7
345:6,9,9,2,7,6,8,5,8,8,4,4,8,1,1,1,2,4,7,6,7,7,5,1,7,8,3,9,4,3
346:9,2,6,9,2,7,8,6,6,2,1,4,2,9,3,6,2,3,9,3,6,9,1,7,5,2,7,8,6,1
347:6,2,2,9,7,9,6,5,2,1,1,5,6,2,7,5,9,3,8,8,7,9,7,4,5,3,4,7,7,1
348:2,6,9,3,3,9,7,7,3,6,2,3,3,3,8,9,2,5,2,1,1,1,9,9,2,9,4,1,9,1
349:7,4,2,9,2,4,9,9,2,5,4,6,6,2,8,5,7,4,6,5,4,2,1,3,6,4,2,5,6,2
350:8,3,5,8,3,2,5,3,1,1,8,9,7,2,8,4,5,9,8,1,9,3,4,6,2,7,7,4,1,5
351:4,4,2,3,5,7,5,5,1,4,9,2,3,4,3,3,1,5,6,4,5,6,9,5,4,2,3,4,1,6
352:7,4,7,8,3,3,6,4,3,2,4,3,4,5,5,7,2,5,9,1,9,6,7,2,9,6,8,8,9,9
353:3,7,3,2,3,2,4,7,6,4,3,1,5,1,5,1,5,9,5,1,7,1,7,9,3,2,9,2,2,5
354:6,1,9,8,4,2,8,4,8,6,9,5,8,2,9,1,8,2,3,1,4,7,8,6,7,1,1,1,5,4
355:3,5,7,6,5,2,5,8,4,9,7,1,4,4,7,2,2,8,9,3,4,7,2,5,7,1,5,7,7,5
356:7,2,3,2,6,1,5,4,7,2,3,9,2,2,6,4,2,7,6,8,7,6,1,3,1,2,7,5,8,3
357:9,1,1,2,3,5,7,8,6,2,4,1,9,1,6,2,7,4,9,6,5,4,5,6,1,3,7,3,3,6
358:8,9,7,1,3,3,6,9,3,1,6,2,1,1,8,2,1,7,3,1,3,8,6,6,8,6,5,6,8,7
359:6,6,1,8,6,7,7,3,1,7,1,7,3,7,7,1,7,8,3,1,6,9,3,3,1,2,2,9,9,3
360:6,5,2,7,1,1,7,1,1,2,7,7,8,4,5,7,2,8,5,5,8,5,5,8,1,7,9,6,5,3
361:3,2,3,8,7,8,4,8,7,8,3,9,6,9,1,4,3,1,7,9,4,5,1,1,8,5,9,2,3,1
362:5,1,5,3,5,8,3,9,8,7,9,2,2,1,8,1,7,3,3,4,2,1,2,6,8,5,6,1,2,6
363:2,1,3,4,9,3,8,4,6,2,5,5,9,4,4,1,6,6,4,7,4,8,8,9,1,1,1,7,6,8
364:8,7,3,8,1,7,6,4,6,4,7,1,9,6,7,1,9,2,9,8,3,5,9,9,6,7,6,4,3,3
365:8,7,1,7,4,8,7,6,3,3,2,6,1,5,6,4,2,7,9,8,6,8,2,8,3,2,5,6,9,4
366:4,9,3,2,2,8,3,3,8,4,7,5,2,1,9,2,2,9,4,2,9,9,6,2,7,8,9,6,5,5
367:8,5,6,4,8,1,5,1,4,5,6,7,5,1,4,7,2,4,1,7,3,1,5,8,4,3,5,2,2,6
368:8,3,2,3,7,6,1,1,2,9,9,3,1,1,5,3,6,5,8,2,3,3,8,1,4,3,8,4,2,2
369:1,4,9,1,1,2,6,4,4,3,1,9,4,4,9,1,9,1,6,4,6,6,4,2,9,8,1,7,7,9
370:2,7,1,5,9,3,7,7,4,9,7,5,6,8,5,9,3,3,1,2,2,8,1,6,8,7,9,6,5,2
371:8,4,9,8,7,9,4,2,7,6,6,8,6,2,3,7,7,3,1,1,9,1,4,6,7,9,7,2,6,9
372:6,6,8,1,6,3,4,9,3,3,6,8,6,2,1,8,6,8,7,6,3,6,7,3,2,1,8,4,7,8
373:5,3,8,9,3,1,1,8,6,2,9,1,2,2,1,1,4,2,7,2,7,9,4,6,5,9,8,9,5,6
374:3,5,7,6,5,2,5,5,4,9,7,1,4,4,7,2,2,8,9,3,4,7,2,5,7,1,5,7,7,5
375:4,9,3,2,2,8,3,3,8,4,7,5,2,1,9,2,2,9,4,2,9,9,6,2,7,8,9,6,5,5
376:1,7,7,8,3,8,9,8,6,6,7,5,4,1,3,4,3,2,5,6,1,6,6,1,3,3,9,4,6,5
377:1,7,7,8,3,8,9,8,6,6,7,5,4,1,3,4,3,2,5,6,1,6,6,1,3,3,9,4,6,4
378:9,4,2,8,5,1,9,5,7,4,1,7,2,9,1,5,7,5,7,1,4,5,9,1,6,6,5,5,2,5
379:3,4,4,9,2,2,7,7,4,7,9,4,4,4,5,6,6,5,5,4,7,8,9,7,7,7,5,7,4,4
380:2,8,2,5,9,5,1,2,6,8,2,6,9,4,9,2,5,7,7,4,1,9,2,4,3,7,3,7,4,4
381:7,7,5,3,7,5,1,1,2,2,4,2,1,3,3,7,7,5,6,5,8,7,1,2,2,5,2,8,6,5
382:4,7,5,2,8,5,6,2,2,3,3,3,6,5,7,1,2,3,2,2,3,4,7,6,1,1,3,1,8,3
383:3,9,7,4,4,2,2,7,1,2,1,4,4,4,6,5,9,9,5,5,4,8,4,8,4,2,8,9,3,7
384:9,5,6,8,6,2,8,3,3,7,7,6,6,4,5,8,4,6,4,6,3,5,5,7,5,2,9,8,1,8
385:2,7,4,1,5,3,9,7,1,3,9,5,1,6,8,9,6,3,8,2,4,9,8,8,1,3,4,4,7,7
386:3,8,7,5,9,5,3,2,7,2,1,8,7,9,3,4,7,8,5,7,2,1,4,6,8,6,8,6,6,3
387:1,9,4,8,9,5,4,3,9,2,1,9,7,6,8,4,2,9,8,3,3,5,4,7,4,1,8,9,5,4
388:8,3,2,3,7,6,1,1,2,9,9,3,1,1,5,3,6,5,8,2,3,3,8,1,4,3,8,4,2,6
389:6,6,6,2,4,3,3,5,1,6,5,4,4,1,7,4,3,3,5,2,3,1,2,4,5,9,3,4,8,4
390:1,4,8,2,6,2,4,2,9,6,9,1,1,4,3,3,1,8,3,4,4,1,9,6,9,4,5,8,7,2
391:6,6,4,6,7,7,5,8,9,4,8,7,7,8,4,9,5,9,2,8,5,4,2,9,1,6,4,7,3,5
392:2,4,2,7,2,1,8,9,3,8,4,1,5,4,9,8,6,9,1,6,8,9,9,9,6,7,2,2,2,1
393:8,5,2,9,4,1,8,4,1,6,9,9,3,7,3,2,6,3,1,5,1,5,4,6,7,8,2,9,1,3
394:2,1,4,3,1,7,8,3,3,1,6,5,8,5,1,9,6,5,5,4,4,9,1,9,4,1,7,2,1,6
395:1,4,9,6,5,4,8,7,2,3,7,8,3,9,1,5,2,4,4,2,1,6,6,2,8,2,7,7,3,6
396:4,7,7,8,3,1,8,5,1,8,7,5,5,5,7,4,3,1,6,4,5,3,9,6,9,7,6,9,7,4
397:5,6,9,9,3,5,3,1,6,6,4,9,9,3,9,2,1,2,6,7,8,8,1,4,2,1,6,1,9,5
398:2,7,3,7,2,8,5,6,8,9,7,8,9,3,4,3,8,6,2,3,3,1,2,7,8,6,9,8,6,3
399:3,1,7,7,5,5,6,2,8,6,4,2,7,7,2,1,9,1,3,6,2,3,4,6,3,1,5,3,9,1
400:1,1,9,8,2,7,2,6,8,5,7,6,8,8,7,7,5,9,9,8,2,5,6,1,4,6,2,3,5,6
401:6,5,7,9,7,7,5,7,1,8,1,4,3,8,1,6,2,5,9,7,6,3,8,3,7,9,7,9,3,7
402:6,4,2,1,7,1,9,9,8,9,8,7,5,5,9,1,6,3,5,9,5,8,8,6,5,6,3,1,3,7
403:4,7,6,4,3,6,8,4,8,3,6,5,2,1,3,9,5,5,5,4,5,5,4,8,3,2,7,8,5,7
404:8,5,3,3,9,7,1,8,3,2,9,6,9,3,6,1,1,2,6,5,4,5,6,8,2,7,4,2,1,5
405:2,9,9,2,7,4,1,3,6,4,5,1,8,1,3,9,4,5,5,3,8,5,6,5,7,2,8,4,9,1
406:3,9,8,2,3,3,9,2,6,3,7,7,3,6,1,3,2,1,4,1,3,4,3,4,8,7,9,1,3,6
407:2,5,3,6,7,5,4,4,7,7,2,8,9,2,2,6,4,5,3,9,7,9,9,4,9,1,8,7,1,3
408:4,8,8,1,8,2,6,6,3,1,8,7,8,7,8,7,3,9,4,7,2,9,5,4,6,9,7,5,5,8
409:5,8,5,1,9,3,5,5,3,2,5,5,7,6,1,7,5,7,7,5,4,8,8,7,3,1,2,8,5,2
410:4,8,5,4,9,6,9,3,9,5,1,1,3,3,9,1,9,9,1,6,3,3,1,3,1,4,2,2,7,9
411:8,4,9,8,7,9,4,2,7,6,6,8,6,2,3,7,7,3,1,1,9,1,4,6,7,9,7,2,6,8
412:9,5,9,1,2,3,9,7,4,6,8,4,7,9,3,1,5,8,9,4,2,2,6,4,3,8,3,6,3,4
413:3,3,5,6,7,5,3,5,5,6,2,5,1,4,1,5,2,3,1,3,4,6,9,5,2,2,9,9,2,8
414:8,4,1,1,9,5,4,8,6,6,4,4,3,5,4,9,2,9,1,4,6,4,3,3,2,5,7,7,9,5
415:8,2,6,2,5,8,7,4,1,7,9,9,5,3,1,9,3,4,8,7,4,7,3,4,7,9,9,8,3,9
416:3,7,6,2,3,7,5,7,7,3,9,7,5,5,5,4,9,1,5,2,2,6,5,4,6,3,4,5,6,8
417:6,9,5,4,4,1,8,7,9,9,4,1,2,8,3,3,1,8,2,2,6,6,7,3,2,2,2,4,9,4
418:5,1,2,2,4,3,2,3,8,3,1,8,2,2,3,7,7,2,3,4,4,9,1,8,8,9,2,8,5,9
419:6,5,2,6,1,1,2,1,6,1,2,1,9,6,6,5,7,4,8,2,4,4,8,6,1,4,6,2,1,7
420:5,3,8,9,3,1,1,8,6,2,9,1,2,2,1,1,4,2,7,2,7,9,4,6,5,9,8,9,5,6
421:6,2,4,5,9,1,2,6,2,6,4,9,6,2,9,9,4,2,2,3,3,8,4,4,2,8,2,1,4,3
422:7,3,9,6,1,5,4,5,4,4,1,5,7,2,1,8,4,9,9,8,1,8,2,3,3,5,4,8,3,3
423:4,6,9,7,3,6,3,8,3,9,9,2,3,7,6,6,4,6,1,9,3,7,8,9,6,3,6,2,9,4
424:7,3,9,6,1,5,4,5,4,4,1,5,7,2,1,3,4,9,9,8,1,8,2,3,3,5,4,8,3,3
425:6,2,2,9,7,9,6,5,2,1,1,5,6,2,7,5,9,3,8,8,7,9,7,4,5,3,4,7,7,1
426:4,6,5,7,4,1,6,5,9,5,3,5,6,7,5,9,4,2,7,8,5,2,8,2,6,9,7,2,1,5
427:7,3,7,9,7,5,7,1,3,3,9,8,6,1,7,4,8,7,6,9,8,7,4,8,1,5,1,2,1,7
428:6,5,3,8,6,1,3,6,3,5,5,6,4,7,1,6,4,9,3,4,1,6,3,9,8,7,1,2,6,5
429:4,3,4,8,7,1,3,4,3,9,6,5,2,2,4,2,6,3,2,9,8,1,4,5,1,7,3,5,5,9
430:8,5,7,1,3,7,7,6,9,6,3,8,9,7,8,2,2,4,8,4,1,4,8,8,5,6,7,5,4,1
431:3,4,2,2,5,5,3,2,4,4,6,1,1,3,9,9,7,3,8,1,8,3,1,9,8,7,3,1,5,9
432:7,3,4,3,8,1,4,3,4,7,4,3,9,4,6,3,2,8,9,6,7,9,5,6,2,9,8,2,9,1
433:8,3,5,5,1,9,1,7,6,4,6,3,2,9,4,2,3,8,3,6,8,6,5,9,6,1,1,7,1,9
434:9,5,9,1,2,3,9,7,4,6,8,4,7,9,3,1,5,8,9,4,2,2,6,4,3,8,3,6,3,9
435:1,2,8,9,8,9,2,9,7,1,2,6,7,4,3,7,9,7,7,6,3,5,5,3,6,3,6,8,4,7
436:4,7,6,7,5,4,4,6,6,2,3,2,2,5,7,7,5,6,4,8,3,6,2,5,1,8,1,2,9,1
437:7,6,1,6,9,9,2,1,3,8,3,7,4,7,6,4,6,7,9,3,3,8,1,3,5,4,4,6,5,3
438:3,1,4,2,1,5,1,8,7,7,1,7,1,1,2,9,6,9,7,4,8,6,9,3,6,6,8,7,9,7
439:6,1,7,4,4,8,8,7,3,1,1,9,8,6,3,5,4,1,6,8,9,8,5,8,7,2,9,1,5,3
440:8,5,8,9,4,1,8,4,1,6,9,9,3,7,3,2,6,3,1,5,1,5,4,6,7,8,2,9,1,8
441:8,7,8,6,2,3,4,7,7,3,2,8,3,8,9,4,2,1,7,6,1,8,6,8,5,6,6,1,4,6
442:1,9,4,7,4,8,3,2,9,6,4,5,9,9,2,5,3,4,4,5,9,2,9,8,6,4,6,3,4,6
443:1,7,7,8,3,8,9,8,9,6,7,5,4,1,3,4,3,2,5,6,1,6,6,1,3,3,9,4,6,4
444:4,6,3,3,4,2,2,1,9,2,5,2,1,8,2,2,3,1,8,9,1,5,7,7,5,3,6,5,9,2
445:7,6,3,5,2,9,4,4,2,2,7,2,4,2,4,4,4,6,4,4,2,8,1,4,4,5,2,3,5,5
446:8,7,4,5,7,8,7,2,4,6,8,2,1,4,3,6,4,6,8,8,8,9,5,3,1,7,4,8,3,1
447:9,3,4,5,8,7,1,9,4,7,5,1,5,8,9,9,2,4,1,7,1,3,4,7,8,2,2,9,5,2
448:4,3,4,8,7,1,3,4,3,9,6,5,2,2,4,2,6,3,2,9,8,1,4,5,1,7,3,5,5,4
449:2,1,5,3,1,3,5,2,9,3,7,2,8,7,1,6,2,4,9,5,5,2,4,5,5,2,6,3,3,1
450:6,2,2,9,7,9,6,8,2,1,1,5,6,2,7,5,9,3,8,8,7,9,7,4,5,3,4,7,7,1
